Transaction Date,Symbol,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,Vol,Prev. Close,Turnover,120 Days,180 Days,52 Weeks High,52 Weeks Low,Sentiment Score
2025-07-31,HBL,236.00,239.00,233.00,233.36,233.50,-0.14,0.00,"94,880.00",238.13,"22,292,527.60",229.79,234.62,312.10,210.00,-1
2025-07-31,HDHPC,208.90,215.50,208.90,210.22,210.30,-0.08,0.00,"356,059.00",213.13,"75,430,775.70",202.69,203.68,273.00,174.00,1
2025-07-31,HDL,"1,486.00","1,496.00","1,450.10","1,459.83","1,458.00",1.83,0.00,"471,530.00","1,486.43","690,951,767.50","1,223.37","1,247.69","1,696.00","1,136.00",-1
2025-07-31,HEI,610.50,615.80,604.00,605.61,604.00,1.61,0.00,"29,166.00",618.02,"17,783,552.00",605.16,619.69,810.00,547.40,-1
2025-07-31,HEIP,365.00,375.80,365.00,375.80,375.80,0.00,0.00,495.00,368.48,"181,463.10",377.78,407.81,563.00,342.20,1
2025-07-31,HHL,416.00,420.00,405.00,406.40,406.00,0.40,0.00,"108,223.00",415.89,"44,521,637.80",467.81,482.79,635.00,351.00,-1
2025-07-31,HIDCL,300.70,309.80,299.00,300.70,300.00,0.70,0.00,"488,131.00",306.74,"148,132,602.10",291.14,278.61,360.00,215.00,0
2025-07-31,HIDCLP,220.00,230.00,217.80,218.58,218.50,0.08,0.00,"1,415,768.00",224.19,"313,375,499.80",197.69,188.88,239.00,109.80,-1
2025-07-31,HLBSL,"1,060.00","1,081.20","1,040.20","1,051.20","1,055.00",-3.80,0.00,"16,228.00","1,055.63","17,257,360.80",986.36,983.96,"1,335.00",817.00,-1
2025-07-31,HLI,446.50,446.50,422.30,424.64,423.30,1.34,0.00,"248,637.00",437.75,"107,559,919.00",421.22,436.88,607.00,377.70,-1
2025-07-31,HPPL,520.00,525.40,511.00,514.91,515.80,-0.89,0.00,"57,006.00",517.11,"29,572,910.30",563.32,513.25,711.00,290.10,-1
2025-07-31,HRL,"1,109.00","1,139.90","1,091.60","1,103.73","1,100.70",3.03,0.00,"1,195,623.00","1,087.35","1,338,816,770.00",965.32,921.76,"1,156.00",700.00,-1
2025-07-31,HURJA,256.00,260.00,253.00,254.25,253.20,1.05,0.00,"138,100.00",257.35,"35,480,887.20",252.49,246.20,291.70,198.00,-1
2025-07-31,ICFC,690.00,710.50,680.10,694.65,694.00,0.65,0.00,"94,215.00",690.76,"65,426,365.40",627.61,657.07,910.00,555.00,1
2025-07-31,IGI,577.00,577.00,554.00,557.20,556.00,1.20,0.00,"31,778.00",566.16,"17,758,816.60",567.49,578.91,760.00,510.00,-1
2025-07-31,IHL,596.00,605.90,585.20,592.69,594.00,-1.31,0.00,"11,380.00",596.37,"6,768,617.70",636.18,640.58,838.00,440.00,-1
2025-07-31,ILBS,"1,111.00","1,160.00","1,111.00","1,154.06","1,155.00",-0.94,0.00,"28,374.00","1,128.75","32,468,035.70",930.65,952.63,"1,239.00",795.20,1
2025-07-31,ILI,468.00,474.90,466.10,468.46,467.00,1.46,0.00,"33,953.00",474.91,"15,930,427.80",467.70,473.17,606.00,430.50,1
2025-07-31,JBBL,389.60,389.60,375.00,377.15,376.00,1.15,0.00,"237,628.00",385.62,"90,516,420.50",344.03,352.69,445.00,315.00,-1
2025-07-31,JBLB,"1,478.00","1,508.00","1,455.00","1,459.58","1,459.10",0.48,0.00,"25,960.00","1,481.57","38,311,320.20","1,358.30","1,408.65","1,920.00","1,270.70",-1
2025-07-31,JFL,517.00,535.00,510.00,522.51,522.00,0.51,0.00,"56,093.00",516.93,"29,377,242.10",502.57,605.04,"1,083.30",400.00,1
2025-07-31,JOSHI,345.70,352.80,340.00,345.70,344.00,1.70,0.00,"79,632.00",339.22,"27,568,866.20",383.77,387.90,521.60,265.00,0
2025-07-31,JSLBB,"1,411.80","1,411.80","1,375.00","1,378.77","1,375.00",3.77,0.00,"3,394.00","1,384.18","4,692,932.00","1,449.67","1,501.66","1,860.40","1,216.20",-1
2025-07-31,KBL,222.10,225.00,220.00,220.44,221.00,-0.56,0.00,"598,713.00",223.24,"132,976,815.10",208.38,211.45,272.90,192.10,-1
2025-07-31,KBSH,"2,052.00","2,110.00","2,004.10","2,017.80","2,005.00",12.80,0.01,498.00,"2,012.58","1,008,085.70","2,161.04","2,312.15","3,300.00","1,520.00",-1
2025-07-31,KDBY,10.29,10.45,10.29,10.31,10.29,0.02,0.00,"170,250.00",10.50,"1,769,794.00",9.54,9.53,11.00,8.51,1
2025-07-31,KDL,"1,140.00","1,155.00","1,115.00","1,128.36","1,127.90",0.46,0.00,"4,309.00","1,140.76","4,881,507.00","1,138.80","1,132.15","1,381.00",970.00,-1
2025-07-31,KEF,10.00,10.36,10.00,10.15,10.15,0.00,0.00,"99,580.00",10.17,"1,026,143.50",9.12,9.11,10.76,7.91,1
2025-07-31,KKHC,282.00,283.00,275.00,278.48,278.00,0.48,0.00,"27,804.00",283.32,"7,745,492.90",355.93,355.26,475.90,235.20,-1
2025-07-31,KMCDB,"1,140.00","1,180.00","1,086.00","1,093.77","1,092.10",1.67,0.00,"11,161.00","1,118.59","12,373,441.60","1,069.35","1,074.92","1,270.00",950.60,-1
2025-07-31,KPCL,637.10,637.10,611.00,618.08,611.00,7.08,0.01,"150,741.00",630.46,"93,877,007.60",554.60,547.90,711.00,440.00,-1
2025-07-31,KSBBL,560.00,560.00,535.00,538.82,541.00,-2.18,0.00,"204,769.00",551.83,"111,365,697.10",459.01,457.11,588.00,416.00,-1
2025-07-31,KSY,10.20,10.28,9.90,10.02,9.90,0.12,0.01,"15,500.00",10.28,"155,557.00",9.17,9.13,10.91,8.25,-1
2025-07-31,LBBL,617.00,628.80,600.00,610.66,610.00,0.66,0.00,"672,260.00",616.83,"412,750,846.80",452.01,463.45,646.30,376.50,-1
2025-07-31,LEC,240.70,240.70,228.00,228.63,228.50,0.13,0.00,"270,000.00",236.15,"62,364,958.60",216.09,217.64,344.00,195.00,-1
2025-07-31,LICN,947.00,947.00,911.10,920.49,917.20,3.29,0.00,"21,484.00",929.30,"19,915,951.70",991.76,"1,065.84","2,475.00",830.00,-1
2025-07-31,LLBS,"1,183.00","1,206.00","1,165.50","1,171.19","1,165.50",5.69,0.00,"2,977.00","1,182.89","3,520,011.20","1,103.25","1,111.09","1,367.30",990.00,-1
2025-07-31,LSL,247.00,247.00,237.00,238.50,237.10,1.40,0.01,"214,003.00",242.31,"51,535,409.40",221.18,225.95,300.00,201.00,-1
2025-07-31,LUK,11.24,11.33,11.07,11.32,11.30,0.02,0.00,"53,010.00",11.46,"590,825.40",9.93,9.82,11.93,8.70,1
2025-07-31,LVF2,10.93,11.11,10.21,10.90,10.90,0.00,0.00,"475,699.00",10.93,"5,032,772.59",9.65,9.51,11.45,8.27,-1
2025-07-31,MAKAR,642.00,650.00,635.00,638.54,639.00,-0.46,0.00,"8,418.00",642.85,"5,402,132.00",694.92,678.31,860.00,431.30,-1
2025-07-31,MANDU,911.00,926.00,900.00,910.03,909.00,1.03,0.00,"10,879.00",918.99,"9,912,046.40",900.44,910.87,"1,300.00",805.60,-1
2025-07-31,MATRI,"1,220.00","1,225.00","1,205.80","1,216.97","1,215.00",1.97,0.00,"1,701.00","1,217.05","2,065,123.10","1,223.46","1,249.92","1,716.00","1,125.00",-1
2025-07-31,MBJC,323.00,325.00,317.20,318.86,317.30,1.56,0.00,"58,777.00",323.17,"18,884,184.60",329.10,336.93,433.00,293.50,-1
2025-07-31,MBL,258.50,260.00,255.00,255.87,255.30,0.57,0.00,"357,154.00",260.17,"92,254,277.70",229.15,234.52,295.00,208.60,-1
2025-07-31,MBLEF,9.05,9.08,9.05,9.08,9.08,0.00,0.00,"3,900.00",9.21,"35,337.00",0.00,0.00,10.19,8.59,1
2025-07-31,MCHL,565.00,566.10,549.00,550.00,550.00,0.00,0.00,"7,346.00",562.61,"4,063,980.80",587.20,592.69,714.00,452.00,-1
2025-07-31,MDB,676.00,703.00,675.20,678.18,677.00,1.18,0.00,"83,393.00",689.12,"56,957,142.10",638.47,653.88,843.50,557.00,1
2025-07-31,MEHL,469.00,469.00,452.10,456.49,456.10,0.39,0.00,"15,174.00",459.85,"6,928,344.70",506.97,492.51,696.00,344.20,-1
2025-07-31,MEL,316.10,323.10,313.10,315.07,314.20,0.87,0.00,"51,900.00",318.55,"16,459,209.60",322.72,323.02,393.00,265.60,-1
2025-07-31,MEN,656.40,656.40,636.40,638.27,637.30,0.97,0.00,"110,846.00",643.55,"71,023,749.60",598.35,623.14,809.50,552.40,-1
2025-07-31,MERO,915.00,951.00,885.10,891.21,887.40,3.81,0.00,"76,729.00",909.58,"69,206,386.70",755.71,747.99,"1,000.00",648.00,-1
2025-07-31,MFIL,714.00,735.00,700.10,716.71,711.90,4.81,0.01,"139,864.00",711.49,"100,316,252.10",617.40,647.46,917.00,560.00,1
2025-07-31,MHCL,472.60,489.00,467.00,471.54,470.00,1.54,0.00,"18,678.00",482.08,"8,855,971.10",509.44,507.91,655.00,355.10,-1
2025-07-31,MHL,610.20,621.00,610.20,615.53,618.00,-2.47,0.00,"12,113.00",615.83,"7,462,044.40",681.07,735.61,"1,101.00",554.00,1
2025-07-31,MHNL,282.90,282.90,269.00,269.84,270.00,-0.16,0.00,"55,047.00",278.62,"14,983,905.90",270.84,270.92,379.00,234.00,-1
2025-07-31,MKCL,"1,811.00","1,845.00","1,785.00","1,803.36","1,787.00",16.36,0.01,"34,232.00","1,811.13","62,113,792.60","1,587.05","1,573.70","1,926.00","1,230.10",-1
2025-07-31,MKHC,470.50,474.30,461.00,463.93,462.00,1.93,0.00,"39,820.00",470.89,"18,558,842.30",486.55,487.11,627.00,307.40,-1
2025-07-31,MKHL,927.00,943.00,890.00,891.25,897.00,-5.75,-0.01,"15,832.00",945.15,"14,294,420.30",741.47,699.21,"1,027.00",450.80,-1
2025-07-31,MKJC,611.00,619.90,590.00,604.75,604.90,-0.15,0.00,"204,257.00",601.67,"123,901,028.90",542.90,541.82,700.00,402.00,-1
2025-07-31,MLBBL,"1,580.00","1,648.20","1,580.00","1,586.13","1,585.00",1.13,0.00,"7,044.00","1,611.72","11,385,287.50","1,570.44","1,613.31","2,019.00","1,360.00",1
2025-07-31,MLBL,440.00,440.00,425.00,427.89,425.10,2.79,0.01,"179,598.00",436.31,"77,482,453.40",398.94,398.54,498.00,358.00,-1
2025-07-31,MLBS,"1,701.00","1,705.00","1,651.00","1,666.83","1,664.00",2.83,0.00,"2,400.00","1,701.01","4,031,472.00","1,781.49","1,878.15","2,530.00","1,311.00",-1
2025-07-31,MLBSL,"2,330.00","2,369.00","2,286.40","2,295.21","2,310.00",-14.79,-0.01,"3,412.00","2,288.20","7,869,468.40","2,267.04","2,267.83","2,648.70","1,950.00",-1
2025-07-31,MMF1,9.38,9.54,9.30,9.39,9.39,0.00,0.00,"18,330.00",9.43,"172,677.20",8.85,8.88,9.85,7.85,1
2025-07-31,MMKJL,612.80,630.00,607.70,610.47,617.50,-7.03,-0.01,"8,013.00",625.04,"4,909,747.40",655.58,663.06,890.40,451.80,-1
2025-07-31,MNBBL,470.00,480.00,463.00,465.01,463.30,1.71,0.00,"406,806.00",475.58,"191,189,594.60",376.75,380.22,503.00,349.00,-1
2025-07-31,MNMF1,9.32,9.82,9.32,9.50,9.50,0.00,0.00,"13,980.00",9.51,"133,015.00",9.21,0.00,10.42,8.67,1
2025-07-31,MPFL,646.00,679.80,646.00,658.23,659.50,-1.27,0.00,"39,751.00",656.60,"26,316,700.90",634.46,663.41,936.90,549.00,1
2025-07-31,MSHL,910.00,932.00,910.00,922.19,920.00,2.19,0.00,"3,106.00",921.26,"2,869,205.30",921.10,937.14,"1,180.00",720.00,1
2025-07-31,MSLB,"1,447.90","1,509.00","1,447.90","1,459.48","1,465.10",-5.62,0.00,"37,906.00","1,419.59","56,049,654.30","1,293.17","1,386.36","1,851.00","1,130.20",1
2025-07-31,NABBC,"1,645.00","1,690.00","1,645.00","1,658.76","1,660.00",-1.24,0.00,"6,383.00","1,678.45","10,672,779.20","1,642.48","1,450.69","2,060.00",530.00,1
2025-07-31,NABIL,540.10,548.20,535.00,536.48,536.90,-0.42,0.00,"110,940.00",545.18,"59,709,752.80",496.89,506.12,700.00,474.10,-1
2025-07-31,NADEP,965.00,986.00,946.00,958.14,960.00,-1.86,0.00,"11,424.00",968.38,"11,119,491.50",891.16,921.21,"1,190.00",775.00,-1
2025-07-31,NBF2,10.50,10.75,10.50,10.73,10.73,0.00,0.00,"24,000.00",10.70,"256,499.00",9.79,9.67,11.10,8.70,1
2025-07-31,NBF3,10.40,10.41,10.15,10.33,10.20,0.13,0.01,"148,112.00",10.29,"1,529,167.04",9.56,9.47,10.45,8.14,-1
2025-07-31,NBL,301.90,302.00,293.00,293.73,294.00,-0.27,0.00,"176,466.00",297.35,"51,999,828.10",259.09,263.10,337.50,239.20,-1
2025-07-31,NBLD87,"1,040.00","1,040.00","1,040.00","1,040.00","1,040.00",0.00,0.00,25.00,"1,040.00","26,000.00","1,045.04","1,031.55","1,085.00",940.00,0
2025-07-31,NESDO,"1,727.00","1,767.00","1,715.00","1,750.60","1,750.00",0.60,0.00,"5,442.00","1,760.72","9,477,573.20","1,840.23","1,987.52","2,641.00","1,470.50",1
2025-07-31,NFS,718.00,788.20,715.50,788.19,788.20,-0.01,0.00,"242,942.00",716.58,"187,217,740.50",690.77,844.39,"2,614.90",576.00,1
2025-07-31,NGPL,428.00,439.90,425.10,428.91,428.00,0.91,0.00,"797,852.00",428.94,"345,439,693.90",345.58,349.09,571.00,250.00,1
2025-07-31,NHDL,735.00,749.00,727.00,729.92,727.00,2.92,0.00,"13,844.00",742.45,"10,189,913.20",770.19,758.89,"1,002.60",520.00,-1
2025-07-31,NHPC,221.00,222.50,217.60,218.24,217.60,0.64,0.00,"143,683.00",220.19,"31,551,840.80",218.57,220.13,290.00,188.00,-1
2025-07-31,NIBLGF,9.67,9.86,9.48,9.53,9.67,-0.14,-0.01,"48,399.00",9.49,"462,910.33",8.81,8.83,10.27,7.84,-1
2025-07-31,NIBLSTF,9.20,9.25,8.70,9.05,9.05,0.00,0.00,"60,124.00",9.09,"534,003.02",8.55,8.66,10.08,7.85,-1
2025-07-31,NIBSF2,9.30,9.40,9.04,9.25,9.29,-0.04,0.00,"24,700.00",9.14,"227,392.00",8.48,8.52,9.60,7.65,-1
2025-07-31,NICA,390.00,396.90,383.50,386.43,384.00,2.43,0.01,"170,007.00",390.20,"66,167,915.90",368.13,381.05,564.00,333.00,-1
2025-07-31,NICAD8283,"1,078.00","1,080.00","1,060.00","1,061.00","1,080.00",-19.00,-0.02,"5,626.00","1,100.00","6,065,361.00","1,121.79","1,123.72","1,239.30","1,032.50",-1
2025-07-31,NICBF,10.15,10.30,9.96,9.96,9.96,0.00,0.00,"4,900.00",10.15,"49,315.00",9.29,9.31,10.60,8.49,1
2025-07-31,NICFC,10.00,10.05,9.95,9.97,9.97,0.00,0.00,"6,490.00",10.00,"64,786.00",9.23,9.26,10.99,8.13,1
2025-07-31,NICGF2,9.38,9.38,9.20,9.21,9.21,0.00,0.00,"8,000.00",9.20,"74,241.00",8.75,8.82,9.98,8.20,-1
2025-07-31,NICL,664.08,664.08,651.20,658.91,660.00,-1.09,0.00,"19,157.00",664.08,"12,652,979.10",800.09,863.33,"1,162.00",570.00,-1
2025-07-31,NICLBSL,700.00,728.20,700.00,707.35,702.00,5.35,0.01,"21,567.00",711.64,"15,417,797.70",655.58,667.00,907.00,602.00,1
2025-07-31,NICSF,9.61,9.95,9.61,9.62,9.62,0.00,0.00,"7,950.00",9.80,"77,148.00",9.18,9.30,11.45,8.49,1
2025-07-31,NIFRA,308.00,308.00,298.00,299.41,298.00,1.41,0.00,"534,573.00",302.04,"160,919,400.80",282.07,275.46,366.60,240.10,-1
2025-07-31,NIL,750.00,755.00,730.00,740.72,736.00,4.72,0.01,"40,300.00",745.92,"29,777,643.10",738.21,802.58,"1,050.00",663.50,-1
2025-07-31,NIMB,241.00,241.00,232.00,232.44,233.00,-0.56,0.00,"240,464.00",236.58,"56,291,692.80",215.48,217.87,295.00,201.00,-1
2025-07-31,NIMBPO,175.00,178.50,172.60,172.80,172.70,0.10,0.00,"14,763.00",174.56,"2,564,847.00",159.62,162.75,222.00,147.70,-1
2025-07-31,NLG,894.00,897.90,869.00,871.31,870.20,1.11,0.00,"34,468.00",880.42,"30,188,431.30",873.96,923.71,"1,382.00",738.10,-1
2025-07-31,NLIC,845.00,853.00,835.10,837.11,836.00,1.11,0.00,"97,674.00",851.74,"82,313,046.30",770.36,781.43,"1,060.00",710.00,-1
2025-07-31,NLICL,636.10,659.50,636.10,654.80,651.50,3.30,0.01,"27,029.00",647.08,"17,691,635.50",622.03,614.08,776.10,551.00,1
2025-07-31,NMB,271.00,271.00,264.30,264.88,264.40,0.48,0.00,"122,833.00",268.30,"32,727,018.80",249.72,249.51,300.00,225.00,-1
2025-07-31,NMB50,11.40,11.50,11.30,11.30,11.30,0.00,0.00,"1,856.00",11.40,"21,119.00",10.60,10.55,12.54,9.57,-1
2025-07-31,NMBD2085,11.40,11.50,11.30,11.30,11.30,0.00,0.00,"1,856.00",11.40,"21,119.00",10.60,10.55,12.54,9.57,-1
2025-07-31,NMBD87/88,11.40,11.50,11.30,11.30,11.30,0.00,0.00,"1,856.00",11.40,"21,119.00",10.60,10.55,12.54,9.57,-1
2025-07-31,NMBHF2,9.13,9.39,8.97,9.13,9.13,0.00,0.00,"5,100.00",9.31,"46,572.00",0.00,0.00,10.00,8.16,0
2025-07-31,NMBMF,790.00,797.00,772.00,773.31,775.00,-1.69,0.00,"14,391.00",776.52,"11,246,939.10",734.06,727.78,876.00,646.80,-1
2025-07-31,NMFBS,"1,418.00","1,418.00","1,386.10","1,402.64","1,390.10",12.54,0.01,"7,785.00","1,399.44","10,913,429.00","1,269.65","1,305.29","1,696.00","1,161.00",-1
2025-07-31,NMIC,"1,660.00","1,669.00","1,640.00","1,649.06","1,642.10",6.96,0.00,"13,709.00","1,670.64","22,667,228.90",0.00,0.00,"2,703.30",302.30,-1
2025-07-31,NMLBBL,771.60,771.60,740.00,747.72,744.00,3.72,0.01,"37,164.00",756.56,"28,156,468.10",670.74,681.99,988.00,608.20,-1
2025-07-31,NRIC,"1,660.00","1,691.00","1,592.50","1,609.19","1,604.10",5.09,0.00,"462,490.00","1,628.79","753,513,588.40","1,265.07","1,106.64","1,691.00",722.00,-1
2025-07-31,NRM,485.00,492.90,480.00,481.78,480.10,1.68,0.00,"46,124.00",490.23,"22,400,941.30",489.80,480.64,645.00,402.00,-1
2025-07-31,NRN,"2,270.00","2,326.00","2,235.40","2,252.01","2,237.00",15.01,0.01,"90,002.00","2,269.17","204,692,173.70","1,860.86","1,586.55","2,444.00",878.00,-1
2025-07-31,NSIF2,11.80,11.85,11.69,11.69,11.69,0.00,0.00,"126,065.00",11.70,"1,481,946.30",10.54,10.50,12.47,9.69,-1
2025-07-31,NTC,914.00,920.00,900.10,909.61,909.00,0.61,0.00,"28,517.00",916.16,"25,975,319.00",885.41,906.25,"1,214.00",835.00,-1
2025-07-31,NUBL,790.00,811.00,790.00,798.85,795.00,3.85,0.00,"57,085.00",794.77,"45,647,786.10",699.49,699.96,896.00,650.00,1
2025-07-31,NWCL,980.00,980.00,958.30,963.50,958.30,5.20,0.01,"8,220.00",980.90,"7,961,510.10",958.46,972.93,"1,264.00",835.00,-1
2025-07-31,NYADI,454.00,463.00,450.80,453.26,452.00,1.26,0.00,"22,012.00",454.87,"10,051,463.30",539.28,501.89,880.00,283.30,-1
2025-07-31,OHL,893.10,902.00,886.10,890.98,890.00,0.98,0.00,"14,163.00",899.61,"12,665,256.00",903.84,910.27,"1,205.00",838.90,-1
2025-07-31,OMPL,"1,470.00","1,477.90","1,445.10","1,451.59","1,450.10",1.49,0.00,"20,598.00","1,474.09","29,971,814.00",0.00,0.00,"2,167.20",270.00,-1
2025-07-31,PBD88,"1,100.80","1,100.80","1,100.80","1,100.80","1,100.80",0.00,0.00,50.00,"1,115.00","55,040.00","1,134.49","1,120.48","1,219.70","1,030.00",0
2025-07-31,PBLD84,"1,036.00","1,036.00","1,033.00","1,033.00","1,033.00",0.00,0.00,150.00,"1,054.70","155,035.00","1,027.31",982.49,"1,087.00",960.00,-1
2025-07-31,PBLD87,"1,036.00","1,036.00","1,033.00","1,033.00","1,033.00",0.00,0.00,150.00,"1,054.70","155,035.00","1,027.31",982.49,"1,087.00",960.00,-1
2025-07-31,PCBL,270.10,273.50,266.20,269.47,270.00,-0.53,0.00,"121,170.00",272.96,"32,660,249.80",251.92,255.29,329.00,229.50,-1
2025-07-31,PFL,431.48,448.60,426.00,431.89,430.00,1.89,0.00,"53,242.00",431.48,"23,159,231.20",423.83,486.40,794.90,339.90,1
2025-07-31,PHCL,519.30,530.00,514.00,515.47,515.00,0.47,0.00,"19,884.00",528.47,"10,323,393.20",577.37,573.33,745.60,310.00,-1
2025-07-31,PMHPL,432.00,432.00,403.40,405.79,406.00,-0.21,0.00,"98,442.00",423.62,"40,778,145.50",331.91,315.73,459.00,237.60,-1
2025-07-31,PMLI,530.00,543.90,525.10,528.72,525.20,3.52,0.01,"23,268.00",539.50,"12,444,234.50",551.21,553.32,732.20,480.20,-1
2025-07-31,PPCL,361.10,370.00,358.00,360.97,359.90,1.07,0.00,"79,984.00",367.55,"29,088,064.10",340.52,322.58,409.90,221.60,-1
2025-07-31,PPL,410.00,410.00,388.10,390.60,390.00,0.60,0.00,"20,990.00",402.89,"8,300,466.70",491.38,507.90,648.60,368.30,-1
2025-07-31,PRIN,825.40,833.00,820.00,824.63,823.00,1.63,0.00,"21,092.00",829.84,"17,478,408.90",910.21,933.51,"1,113.00",806.00,-1
2025-07-31,PROFL,550.00,568.00,541.50,552.37,551.00,1.37,0.00,"59,857.00",548.32,"33,227,945.60",530.66,570.99,865.00,464.00,1
2025-07-31,PRSF,11.98,11.98,11.25,11.34,11.80,-0.46,-0.04,"1,446,030.00",11.75,"16,441,518.50",10.73,10.49,12.05,9.12,-1
2025-07-31,PRVU,241.00,243.80,235.90,237.89,237.80,0.09,0.00,"486,185.00",241.83,"115,971,591.80",213.45,219.43,297.00,194.10,-1
2025-07-31,PRVUPO,105.70,105.70,103.60,103.60,103.60,0.00,0.00,"1,940,422.00",107.80,"202,439,803.30",131.81,138.31,121.60,100.00,-1
2025-07-31,PSF,11.70,11.88,11.70,11.72,11.72,0.00,0.00,"156,233.00",11.76,"1,839,569.26",10.61,10.43,11.89,9.06,1
2025-07-31,PURE,916.00,920.00,900.10,901.23,903.10,-1.87,0.00,"16,621.00",916.02,"15,063,884.10",0.00,0.00,"1,327.90",289.30,-1
2025-07-31,RADHI,811.70,842.00,811.70,821.25,818.70,2.55,0.00,"234,509.00",828.23,"194,058,170.90",622.16,540.32,905.60,322.20,1
2025-07-31,RAWA,780.30,802.90,780.00,790.51,795.00,-4.49,-0.01,"2,880.00",787.18,"2,280,152.00",842.77,830.12,990.00,583.00,1
2025-07-31,RBBD83,"1,068.19","1,068.20","1,060.00","1,060.00","1,060.00",0.00,0.00,159.00,"1,090.00","168,818.66","1,020.65",0.00,"1,091.00",990.00,-1
2025-07-31,RBCL,"16,131.00","16,900.00","16,125.00","16,599.15","16,268.10",331.05,0.02,"1,578.00","16,292.46","26,117,474.00","14,888.10","15,338.34","22,493.90","14,024.00",1
2025-07-31,RBCLPO,"12,999.00","13,530.00","12,760.00","13,275.87","13,100.00",175.87,0.01,"1,295.00","12,750.76","17,225,423.00","11,712.44","11,878.19","16,270.00","11,007.10",1
2025-07-31,RFPL,703.30,715.00,688.00,690.63,690.00,0.63,0.00,"131,491.00",689.55,"91,408,431.70",667.68,773.99,"1,484.00",400.00,-1
2025-07-31,RHGCL,344.50,347.70,327.40,329.38,328.00,1.38,0.00,"134,862.00",340.96,"44,911,001.00",482.52,493.95,708.00,308.00,-1
2025-07-31,RHPL,333.00,369.00,331.10,338.23,337.50,0.73,0.00,"70,370.00",336.26,"23,636,270.80",391.31,407.00,527.00,319.00,1
2025-07-31,RIDI,266.00,269.00,261.60,264.66,264.00,0.66,0.00,"129,702.00",266.44,"34,453,683.50",249.10,244.15,311.00,210.00,-1
2025-07-31,RLFL,515.00,548.00,515.00,524.83,522.10,2.73,0.01,"53,086.00",524.65,"28,139,826.50",518.16,551.88,838.00,453.00,1
2025-07-31,RMF1,10.06,10.25,10.05,10.13,10.10,0.03,0.00,"492,650.00",10.25,"4,975,353.00",9.30,9.26,10.58,8.10,1
2025-07-31,RNLI,509.00,510.00,495.30,496.84,495.50,1.34,0.00,"99,581.00",505.14,"50,043,190.20",515.34,514.73,600.10,430.00,-1
2025-07-31,RSDC,811.00,820.00,787.20,792.23,787.20,5.03,0.01,"61,547.00",805.68,"49,402,828.80",699.13,703.91,880.00,638.00,-1
2025-07-31,RURU,770.00,783.70,764.00,767.81,765.80,2.01,0.00,"20,577.00",768.45,"15,883,912.80",735.45,733.90,926.80,660.00,-1
2025-07-31,SADBL,497.10,497.10,471.00,476.46,473.00,3.46,0.01,"319,678.00",487.41,"154,002,242.20",416.64,418.73,526.50,372.40,-1
2025-07-31,SAGF,10.60,10.71,10.50,10.71,10.71,0.00,0.00,"17,210.00",10.70,"182,209.00",9.71,9.71,11.00,8.92,1
